imdb,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,error_movies,plot,rated,response,language,title,country,writer,metascore,imdbrating,director,released,actors,year,genre,awards,runtime,type,poster,imdbvotes,imdbid,error_imdb,imdb_rating
tt0892791,notalk,notalk,FAIL,165000000,238736787.0,756244673.0,2010FAIL,176258254,255026238.0,807844640.0,1.0,1.0,892791,,,,,,,,,,,,,,,,,,,,,,,
tt1130884,notalk,notalk,FAIL,80000000,128012934.0,296831073.0,2010FAIL,85458547,136747492.0,317084404.0,1.0,1.0,1130884,,"In 1954, U.S. Marshal Teddy Daniels is investigating the disappearance of a murderess who escaped from a hospital for the criminally insane and is presumed to be hiding nearby.",R,True,"English, German",Shutter Island,USA,"Laeta Kalogridis (screenplay), Dennis Lehane (novel)",63.0,8.1,Martin Scorsese,19 Feb 2010,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow",2010.0,"Drama, Mystery, Thriller",4 wins & 27 nominations.,138 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1_SX300.jpg,"494,572",tt1130884,,8.1
tt1564585,dubious,dubious,FAIL,10000000,21416355.0,78693371.0,2010FAIL,10682318,22877632.0,84062765.0,1.0,1.0,1564585,,"Jarrod and his pregnant girlfriend Elaine travel to Los Angeles to meet his old friend and successful entrepreneur Terry, and his wife Candice. Terry gives a party in his apartment for ...",PG-13,True,English,Skyline,USA,"Joshua Cordes, Liam O'Donnell",26.0,4.4,"Colin Strause, Greg Strause",12 Nov 2010,"Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed",2010.0,"Action, Sci-Fi, Thriller",N/A,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAwNDkwOTc5M15BMl5BanBnXkFtZTcwMTE2MTMwNA@@._V1_SX300.jpg,"65,652",tt1564585,,4.4
tt1421051,dubious-disagree,dubious,FAIL,7000000,1785645.0,14385645.0,2010FAIL,7477623,1907483.0,15367204.0,1.0,1.0,1421051,,"After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit.",R,True,"English, Italian",Somewhere,"USA, UK, Italy, Japan",Sofia Coppola,67.0,6.4,Sofia Coppola,03 Sep 2010,"Stephen Dorff, Chris Pontius, Erin Wasson, Alexandra Williams",2010.0,Drama,5 wins & 2 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg1MzE1NDA0M15BMl5BanBnXkFtZTcwODM2MDY1Mw@@._V1_SX300.jpg,"28,718",tt1421051,,6.4
tt1440292,notalk,notalk,FAIL,1900000,467602.0,4581937.0,2010FAIL,2029641,499507.0,4894571.0,1.0,1.0,1440292,,"15-year-old Oliver Tate has two objectives: To lose his virginity before his next birthday, and to extinguish the flame between his mother and an ex-lover who has resurfaced in her life.",R,True,English,Submarine,"UK, USA","Richard Ayoade, Joe Dunthorne (novel)",76.0,7.3,Richard Ayoade,18 Mar 2011,"Noah Taylor, Paddy Considine, Craig Roberts, Yasmin Paige",2010.0,"Comedy, Drama, Romance",Nominated for 1 BAFTA Film Award. Another 6 wins & 11 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5ODMxNTIyNV5BMl5BanBnXkFtZTcwNjQ1ODgyNQ@@._V1_SX300.jpg,"43,953",tt1440292,,7.3
tt1512235,notalk,notalk,FAIL,2500000,327716.0,518362.0,2010FAIL,2670580,350077.0,553731.0,1.0,1.0,1512235,,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.",R,True,English,Super,USA,James Gunn,50.0,6.8,James Gunn,10 Jun 2011,"Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",2010.0,"Comedy, Drama",1 win.,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxMDkxNjI1NF5BMl5BanBnXkFtZTcwMzE5Njc1NA@@._V1_SX300.jpg,"47,722",tt1512235,,6.8
tt1135084,notalk,notalk,FAIL,32000000,57744720.0,70587268.0,2010FAIL,34183419,61684749.0,75403567.0,1.0,1.0,1135084,,A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.,PG-13,True,English,Takers,USA,"Peter Allen, Gabriel Casseus, John Luessenhop, Avery Duff",45.0,6.2,John Luessenhop,27 Aug 2010,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy",2010.0,"Action, Crime, Thriller",2 wins & 6 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg4ODg5NzkzNl5BMl5BanBnXkFtZTcwNzAyODM5Mw@@._V1_SX300.jpg,"37,192",tt1135084,,6.2
tt0398286,ok,ok,PASS,260000000,200821936.0,586581936.0,2010PASS,277740279,214524387.0,626605502.0,1.0,1.0,398286,,,,,,,,,,,,,,,,,,,,,,,
tt0429493,nowomen-disagree,nowomen,FAIL,110000000,77222099.0,177241171.0,2010FAIL,117505503,82491105.0,189334662.0,1.0,1.0,429493,,,,,,,,,,,,,,,,,,,,,,,
tt1212436,ok,ok,PASS,35000000,37490007.0,75281179.0,2010PASS,37388114,40048019.0,80417752.0,1.0,1.0,1212436,,"A romantic comedy centered on a woman who conceives twins through artificial insemination, only to meet the man of her dreams on the very same day.",PG-13,True,English,The Back-up Plan,USA,Kate Angelo,34.0,5.1,Alan Poul,23 Apr 2010,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen",2010.0,"Comedy, Romance",2 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_SX300.jpg,"31,036",tt1212436,,5.1
tt0980970,ok-disagree,ok,PASS,155000000,104386950.0,418186950.0,2010PASS,165575935,111509464.0,446720616.0,1.0,1.0,980970,,,,,,,,,,,,,,,,,,,,,,,
tt0968264,dubious,dubious,FAIL,25000000,11538204.0,15907411.0,2010FAIL,26705796,12325477.0,16992803.0,1.0,1.0,968264,,,,,,,,,,,,,,,,,,,,,,,
tt0455407,ok,ok,PASS,19000000,39123589.0,54956140.0,2010PASS,20296405,41793064.0,58705899.0,1.0,1.0,455407,,,,,,,,,,,,,,,,,,,,,,,
tt1226753,ok,ok,PASS,20000000,31177548.0,46604054.0,2010PASS,21364637,33304850.0,49783934.0,1.0,1.0,1226753,,"In 1965, three Mossad agents cross into East Berlin to apprehend a notorious Nazi war criminal. Thirty years later, the secrets the agents share come back to haunt them.",R,True,"English, German, Russian",The Debt,"USA, UK, Hungary, Israel","Matthew Vaughn (screenplay), Jane Goldman (screenplay), Peter Straughan (screenplay), Assaf Bernstein (film ""Ha-Hov""), Ido Rosenblum (film ""Ha-Hov"")",65.0,6.9,John Madden,31 Aug 2011,"Helen Mirren, Tom Wilkinson, Ciarán Hinds, Romi Aboulafia",2010.0,"Drama, Thriller",8 wins & 1 nomination.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMjY0Mzk5MjIwNl5BMl5BanBnXkFtZTcwNzg5MDYyNQ@@._V1_SX300.jpg,"46,879",tt1226753,,6.9
tt1320253,notalk,notalk,FAIL,82000000,103068524.0,268268174.0,2010FAIL,87595011,110101079.0,286572606.0,1.0,1.0,1320253,,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,R,True,"English, Spanish",The Expendables,USA,"Dave Callaham (screenplay), Sylvester Stallone (screenplay), Dave Callaham (story)",45.0,6.5,Sylvester Stallone,13 Aug 2010,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",2010.0,"Action, Adventure, Thriller",2 wins & 4 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SX300.jpg,"194,645",tt1320253,,6.5
tt0964517,men,men,FAIL,11000000,93617009.0,129262388.0,2010FAIL,11750550,100004670.0,138082199.0,1.0,1.0,964517,,,,,,,,,,,,,,,,,,,,,,,
tt1139328,men,men,FAIL,45000000,15541549.0,65532491.0,2010FAIL,48070433,16601978.0,70003894.0,1.0,1.0,1139328,,A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.,PG-13,True,English,The Ghost,"France, Germany, UK","Robert Harris (screenplay), Roman Polanski (screenplay), Robert Harris (novel)",77.0,7.3,Roman Polanski,19 Mar 2010,"Ewan McGregor, Jon Bernthal, Tim Preece, James Belushi",2010.0,"Mystery, Thriller",26 wins & 24 nominations.,128 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI3NzMwMzkyNV5BMl5BanBnXkFtZTcwODk4NjQxMw@@._V1_SX300.jpg,"110,022",tt1139328,,7.3
tt0775489,nowomen,nowomen,FAIL,16500000,39868642.0,83792062.0,2010FAIL,17625825,42588953.0,89509349.0,1.0,1.0,775489,,,,,,,,,,,,,,,,,,,,,,,
tt1155076,dubious-disagree,dubious,FAIL,40000000,176591618.0,359091618.0,2010FAIL,42729274,188640789.0,383593100.0,1.0,1.0,1155076,,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",PG,True,"English, Chinese",The Karate Kid,"USA, China","Christopher Murphey (screenplay), Robert Mark Kamen (story)",61.0,6.3,Harald Zwart,11 Jun 2010,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han",2010.0,"Action, Drama, Family",5 wins & 12 nominations.,140 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ0ODg3ODEyMF5BMl5BanBnXkFtZTcwNjI1MTgxMw@@._V1_SX300.jpg,"89,129",tt1155076,,6.3
tt0842926,ok,ok,PASS,4000000,20811365.0,36275469.0,2010PASS,4272927,22231363.0,38750611.0,1.0,1.0,842926,,,,,,,,,,,,,,,,,,,,,,,
tt0954947,notalk,notalk,FAIL,13000000,217277.0,3617277.0,2010FAIL,13887014,232102.0,3864090.0,1.0,1.0,954947,,,,,,,,,,,,,,,,,,,,,,,
tt1504320,ok-disagree,ok,PASS,15000000,138797449.0,430821166.0,2010PASS,16023478,148267855.0,460216888.0,1.0,1.0,1504320,,"The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.",R,True,English,The King's Speech,"UK, USA, Australia",David Seidler (screenplay),88.0,8.1,Tom Hooper,24 Dec 2010,"Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal",2010.0,"Biography, Drama, History",Won 4 Oscars. Another 86 wins & 104 nominations.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg,"323,319",tt1504320,,8.1
tt0938283,notalk-disagree,notalk,FAIL,150000000,131772187.0,319713881.0,2010FAIL,160234776,140763246.0,341528548.0,1.0,1.0,938283,,,,,,,,,,,,,,,,,,,,,,,
tt1320244,ok,ok,PASS,1800000,41034350.0,70165900.0,2010PASS,1922817,43834199.0,74953449.0,1.0,1.0,1320244,,A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.,PG-13,True,English,The Last Exorcism,"USA, France","Huck Botko, Andrew Gurland",63.0,5.6,Daniel Stamm,27 Aug 2010,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum",2010.0,"Drama, Horror, Thriller",3 wins & 7 nominations.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BNDc4Mjk2MjA0NF5BMl5BanBnXkFtZTcwMzMyNjQ3Mw@@._V1_SX300.jpg,"33,830",tt1320244,,5.6
tt0480255,notalk,notalk,FAIL,25000000,23591432.0,26714018.0,2010FAIL,26705796,25201119.0,28536765.0,1.0,1.0,480255,,,,,,,,,,,,,,,,,,,,,,,
tt1458175,ok,ok,PASS,30000000,21148651.0,67255916.0,2010PASS,32046955,22591662.0,71844911.0,1.0,1.0,1458175,,A married couple's life is turned upside down when the wife is accused of a murder.,PG-13,True,English,The Next Three Days,"USA, France","Paul Haggis (screenplay), Fred Cavayé (screenplay), Guillaume Lemans (screenplay)",52.0,7.4,Paul Haggis,19 Nov 2010,"Russell Crowe, Elizabeth Banks, Michael Buie, Moran Atias",2010.0,"Crime, Drama, Romance",1 nomination.,133 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzMjk4NjI4M15BMl5BanBnXkFtZTcwNjQ4OTEwNA@@._V1_SX300.jpg,"113,406",tt1458175,,7.4
tt1386588,nowomen-disagree,nowomen,FAIL,100000000,119219978.0,170936470.0,2010FAIL,106823184,127354577.0,182599780.0,1.0,1.0,1386588,,Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,PG-13,True,English,The Other Guys,USA,"Adam McKay, Chris Henchy",64.0,6.6,Adam McKay,06 Aug 2010,"Will Ferrell, Derek Jeter, Mark Wahlberg, Eva Mendes",2010.0,"Action, Comedy, Crime",1 win & 12 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0NDQzNTA2Ml5BMl5BanBnXkFtZTcwNzI2OTQzMw@@._V1_SX300.jpg,"139,436",tt1386588,,6.6
tt1017451,ok,ok,PASS,9500000,3573673.0,5278632.0,2010PASS,10148202,3817511.0,5638803.0,1.0,1.0,1017451,,A coming-of-age biopic about '70s teenage band The Runaways.,R,True,English,The Runaways,USA,"Floria Sigismondi (screenplay), Cherie Currie (book)",65.0,6.6,Floria Sigismondi,08 Apr 2010,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve",2010.0,"Biography, Drama, Music",4 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI3Nzc2ODI4NV5BMl5BanBnXkFtZTcwMzkxNDMyMw@@._V1_SX300.jpg,"31,874",tt1017451,,6.6
tt1285016,notalk-disagree,notalk,FAIL,40000000,96962694.0,224922135.0,2010FAIL,42729274,103578637.0,240268986.0,1.0,1.0,1285016,,"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the cofounder who was later squeezed out of the business.",PG-13,True,"English, French",The Social Network,USA,"Aaron Sorkin (screenplay), Ben Mezrich (book)",95.0,7.8,David Fincher,01 Oct 2010,"Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons",2010.0,"Biography, Drama",Won 3 Oscars. Another 102 wins & 86 nominations.,120 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg,"335,226",tt1285016,,7.8
tt0963966,notalk,notalk,FAIL,160000000,63150991.0,215150991.0,2010FAIL,170917095,67459899.0,229831139.0,1.0,1.0,963966,,,,,,,,,,,,,,,,,,,,,,,
tt1273678,ok,ok,PASS,28000000,24307106.0,50983364.0,2010PASS,29910492,25965625.0,54462053.0,1.0,1.0,1273678,,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau.",PG,True,English,The Spy Next Door,USA,"Jonathan Bernstein (screenplay), James Greer (screenplay), Gregory Poirier (screenplay), Jonathan Bernstein (story), James Greer (story)",27.0,5.4,Brian Levant,15 Jan 2010,"Jackie Chan, Amber Valletta, Madeline Carroll, Will Shadley",2010.0,"Action, Comedy, Family",2 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_SX300.jpg,"22,443",tt1273678,,5.4
tt0889573,men,men,FAIL,19000000,27758465.0,49858465.0,2010FAIL,20296405,29652476.0,53260400.0,1.0,1.0,889573,,,,,,,,,,,,,,,,,,,,,,,
tt1274300,ok,ok,PASS,20000000,277943.0,277943.0,2010PASS,21364637,296908.0,296908.0,1.0,1.0,1274300,,"Shakespeare's epic play is translated from page to screen, with the gender of the main character, Prospero, changed from male to female.",PG-13,True,English,The Tempest,USA,"Julie Taymor (screenplay), William Shakespeare (play)",43.0,5.4,Julie Taymor,11 Feb 2011,"Felicity Jones, Jude Akuwudike, Reeve Carney, David Strathairn",2010.0,"Comedy, Drama, Fantasy",Nominated for 1 Oscar. Another 2 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4MzEyNDg1OV5BMl5BanBnXkFtZTcwMTk4NDY3Mw@@._V1_SX300.jpg,"4,763",tt1274300,,5.4
tt1243957,nowomen,nowomen,FAIL,100000000,67631157.0,278731369.0,2010FAIL,106823184,72245755.0,297749724.0,1.0,1.0,1243957,,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",PG-13,True,"English, French, Italian, Russian, Spanish",The Tourist,"USA, France, Italy","Florian Henckel von Donnersmarck (screenplay), Christopher McQuarrie (screenplay), Julian Fellowes (screenplay), Jérôme Salle (motion picture ""Anthony Zimmer"")",37.0,6.0,Florian Henckel von Donnersmarck,10 Dec 2010,"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton",2010.0,"Action, Romance, Thriller",Nominated for 3 Golden Globes. Another 3 wins & 1 nomination.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg,"128,663",tt1243957,,6.0
tt0840361,notalk,notalk,FAIL,37000000,92186262.0,152566881.0,2010FAIL,39524578,98476300.0,162976800.0,1.0,1.0,840361,,,,,,,,,,,,,,,,,,,,,,,
tt1325004,ok-disagree,ok,PASS,68000000,300531751.0,699590681.0,2010PASS,72639765,321037586.0,747325041.0,1.0,1.0,1325004,,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",PG-13,True,English,The Twilight Saga: Eclipse,USA,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",58.0,4.9,David Slade,30 Jun 2010,"Xavier Samuel, Kristen Stewart, Robert Pattinson, Billy Burke",2010.0,"Adventure, Drama, Fantasy",18 wins & 30 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg,"144,112",tt1325004,,4.9
tt0780653,notalk-disagree,notalk,FAIL,150000000,62189884.0,142634358.0,2010FAIL,160234776,66433214.0,152366563.0,1.0,1.0,780653,,,,,,,,,,,,,,,,,,,,,,,
tt1570989,ok,ok,PASS,50000,391674.0,424149.0,2010PASS,53412,418399.0,453089.0,1.0,1.0,1570989,,About a recent college grad who returns home while she tries to figure out what to do with her life.,Not Rated,True,English,Tiny Furniture,USA,Lena Dunham,72.0,6.4,Lena Dunham,30 Mar 2012,"Lena Dunham, Laurie Simmons, Grace Dunham, Rachel Howe",2010.0,"Comedy, Drama",3 wins & 4 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BNjIzODg0NDY5Nl5BMl5BanBnXkFtZTcwMDQyMzk5Mw@@._V1_SX300.jpg,"7,869",tt1570989,,6.4
tt0435761,dubious-disagree,dubious,FAIL,200000000,415004880.0,1063759456.0,2010FAIL,213646368,443321427.0,1136341723.0,1.0,1.0,435761,,,,,,,,,,,,,,,,,,,,,,,
tt1104001,notalk-disagree,notalk,FAIL,200000000,172062763.0,397562763.0,2010FAIL,213646368,183802922.0,424689202.0,1.0,1.0,1104001,,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,PG,True,English,TRON: Legacy,USA,"Edward Kitsis (screenplay), Adam Horowitz (screenplay), Edward Kitsis (story), Adam Horowitz (story), Brian Klugman (story), Lee Sternthal (story), Steven Lisberger (characters), Bonnie MacBird (characters)",49.0,6.9,Joseph Kosinski,17 Dec 2010,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",2010.0,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 3 wins & 21 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SX300.jpg,"208,730",tt1104001,,6.9
tt1403865,ok-disagree,ok,PASS,35000000,171243005.0,252276928.0,2010PASS,37388114,182927231.0,269490247.0,1.0,1.0,1403865,,A tough U.S. Marshal helps a stubborn young woman track down her father's murderer.,PG-13,True,English,True Grit,USA,"Joel Coen (screenplay), Ethan Coen (screenplay), Charles Portis (novel)",80.0,7.7,"Ethan Coen, Joel Coen",22 Dec 2010,"Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin",2010.0,"Adventure, Drama, Western",Nominated for 10 Oscars. Another 30 wins & 85 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIxNjAzODQ0N15BMl5BanBnXkFtZTcwODY2MjMyNA@@._V1_SX300.jpg,"184,711",tt1403865,,7.7
tt1465522,ok,ok,PASS,5000000,223838.0,5476793.0,2010PASS,5341159,239111.0,5850485.0,1.0,1.0,1465522,,Tucker & Dale are on vacation at their dilapidated mountain cabin when they are attacked by a group of preppy college kids.,R,True,English,Tucker & Dale vs. Evil,"Canada, USA","Eli Craig, Morgan Jurgenson",65.0,7.6,Eli Craig,09 Dec 2010,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss",2010.0,"Comedy, Horror",9 wins & 9 nominations.,89 min,movie,http://ia.media-imdb.com/images/M/MV5BODQ5NDQ0MjkwMF5BMl5BanBnXkFtZTcwNDg1OTU4NQ@@._V1_SX300.jpg,"93,118",tt1465522,,7.6
tt0477080,dubious,dubious,FAIL,95000000,81562942.0,169511609.0,2010FAIL,101482025,87128132.0,181077698.0,1.0,1.0,477080,,,,,,,,,,,,,,,,,,,,,,,
tt0817230,ok,ok,PASS,52000000,110485654.0,217569328.0,2010PASS,55548056,118024294.0,232414484.0,1.0,1.0,817230,,,,,,,,,,,,,,,,,,,,,,,
tt1027718,dubious-disagree,dubious,FAIL,70000000,52474616.0,137431619.0,2010FAIL,74776229,56055056.0,146808831.0,1.0,1.0,1027718,,"Now out of prison but still disgraced by his peers, Gordon Gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a Wall Street enemy and rebuild his empire.",PG-13,True,English,Wall Street: Money Never Sleeps,USA,"Allan Loeb, Stephen Schiff, Stanley Weiser (characters), Oliver Stone (characters)",59.0,6.3,Oliver Stone,24 Sep 2010,"Richard Stratton, Harry Kerrigan, Michael Douglas, Carey Mulligan",2010.0,Drama,Nominated for 1 Golden Globe. Another 1 win & 2 nominations.,133 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg,"69,099",tt1027718,,6.3
tt1183923,ok,ok,PASS,10000000,152857.0,312857.0,2010PASS,10682318,163287.0,334204.0,1.0,1.0,1183923,,"On a business trip to New Orleans, a damaged man seeks salvation by caring for a wayward young woman.",R,True,English,Welcome to the Rileys,"UK, USA",Ken Hixon,50.0,7.0,Jake Scott,18 Nov 2011,"James Gandolfini, Kristen Stewart, Melissa Leo, Joe Chrest",2010.0,Drama,1 win & 2 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQzOTkxMTY3MV5BMl5BanBnXkFtZTcwNjMyMzk5Mw@@._V1_SX300.jpg,"15,740",tt1183923,,7.0
tt1235189,notalk,notalk,FAIL,8000000,109338.0,109338.0,2010FAIL,8545855,116798.0,116798.0,1.0,1.0,1235189,,A hitman tries to retire but a beautiful thief may change his plans.,PG-13,True,English,Wild Target,"UK, France","Lucinda Coxon (screenplay), Pierre Salvadori (film ""Cible émouvante"")",41.0,6.9,Jonathan Lynn,18 Jun 2010,"Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett",2009.0,"Comedy, Crime",N/A,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1ODIzNDYyMl5BMl5BanBnXkFtZTcwMTc1NDk5Mw@@._V1_SX300.jpg,"23,608",tt1235189,,6.9
tt1399683,ok-disagree,ok,PASS,2000000,6531503.0,16131552.0,2010PASS,2136464,6977159.0,17232238.0,1.0,1.0,1399683,,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,R,True,English,Winter's Bone,USA,"Debra Granik (screenplay), Anne Rosellini (screenplay), Daniel Woodrell (novel)",90.0,7.2,Debra Granik,17 Sep 2010,"Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards",2010.0,Drama,Nominated for 4 Oscars. Another 49 wins & 62 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_SX300.jpg,"88,291",tt1399683,,7.2
tt1216520,ok,ok,PASS,13000000,,,2010PASS,13887014,,,1.0,1.0,1216520,,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",N/A,True,English,Clone,"Germany, Hungary, France",Benedek Fliegauf,48.0,6.4,Benedek Fliegauf,07 Apr 2011,"Eva Green, Matt Smith, Lesley Manville, Peter Wight",2010.0,"Drama, Romance, Sci-Fi",1 win & 1 nomination.,111 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE5ODcwOTQ5Nl5BMl5BanBnXkFtZTcwNzk5ODk0Nw@@._V1_SX300.jpg,"6,148",tt1216520,,6.4
tt1302067,nowomen,nowomen,FAIL,80000000,100246011.0,202284317.0,2010FAIL,85458547,107085981.0,216086548.0,1.0,1.0,1302067,,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",PG,True,English,Yogi Bear,"USA, New Zealand","J.R. Ventimilia, Joshua Sternin, Brad Copeland",35.0,4.5,Eric Brevig,17 Dec 2010,"Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh",2010.0,"Animation, Adventure, Comedy",2 wins & 1 nomination.,80 min,movie,http://ia.media-imdb.com/images/M/MV5BMTczMjU1NTQ0M15BMl5BanBnXkFtZTcwMjIxMTA3Mw@@._V1_SX300.jpg,"13,074",tt1302067,,4.5
tt1414382,ok,ok,PASS,20000000,25702053.0,32838945.0,2010PASS,21364637,27455751.0,35079607.0,1.0,1.0,1414382,,"When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancée's true colors.",PG,True,English,You Again,USA,Moe Jelline,28.0,5.8,Andy Fickman,24 Sep 2010,"Kristen Bell, Jamie Lee Curtis, Sigourney Weaver, Odette Annable",2010.0,"Comedy, Romance",1 win.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MzkyMDY0MV5BMl5BanBnXkFtZTcwNDkxNDc1Mw@@._V1_SX300.jpg,"31,804",tt1414382,,5.8
tt1182350,ok,ok,PASS,15000000,3247816.0,34247816.0,2010PASS,16023478,3469420.0,36584608.0,1.0,1.0,1182350,,Sally's parents' marriage breaks up when her father undergoes a mid-lie crisis and impulsively weds a prostitute as Sally's own marriage also begins to disintegrate.,R,True,English,You Will Meet a Tall Dark Stranger,"USA, Spain",Woody Allen,51.0,6.3,Woody Allen,27 Aug 2010,"Gemma Jones, Pauline Collins, Anthony Hopkins, Rupert Frazer",2010.0,"Comedy, Drama, Romance",2 wins.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkzOTI3MTE0OF5BMl5BanBnXkFtZTcwOTg3NDI3Mw@@._V1_SX300.jpg,"27,427",tt1182350,,6.3
