year,id,imdb_id,title,rating
1906,5684,567.0,The 400 Tricks of the Devil,0
1906,7215,1260944.0,The Consequence of Feminism,0
1906,5603,135122.0,The Hilarious Posters,0
1906,6206,449172.0,A Funny Shave,0
1906,5435,554.0,Humorous Phases of Funny Faces,0
1906,5024,216016.0,The Mysterious Retort,0
1907,5615,215817.0,Good Glue Sticks,0
1907,5223,215737.0,The Eclipse: Courtship of the Sun and Moon,0
1908,6231,1802750.0,Unusual Cooking,0
1909,6211,277596.0,Le barometre de la fidelite,1
1909,4409,1009.0,The Princess Nicotine; or Smoke Fairy,2
1909,5635,127948.0,The Devilish Tenant,0
1910,5685,1515725.0,A Trip to Mars,0
1910,1464,232821.0,Tilly the Tomboy Visits the Poor,3
1910,4983,486978.0,Mobilier fidele,0
1912,2003,2101.0,Cleopatra,2
1912,5357,277865.0,Max and the Donkey,0
1912,2005,2281.0,The Invaders,0
1913,5364,3512.0,The Voyage of the Bourrichon Family,0
1913,5915,3424.0,Suspense,0
1914,4457,3973.0,A Florida Enchantment,2
1915,1258,4972.0,The Birth of a Nation,2
1916,2014,279914.0,Lady Windermere’s Fan,3
1916,5368,7507.0,The Vagabond,0
1916,7004,7361.0,Snow White,3
1916,5944,6864.0,Intolerance: Love’s Struggle Throughout the Ages,0
1916,2008,6745.0,Gretchen the Greenhorn,3
1917,1981,8652.0,A Tale of Two Cities,3
1917,2019,8489.0,"Raffles, the Amateur Cracksman",2
1917,1994,8443.0,The Poor Little Rich Girl,3
1917,2015,8519.0,A Romance of the Redwoods,0
1917,1993,8499.0,Rebecca of Sunnybrook Farm,3
1918,1996,9682.0,Tarzan of the Apes,3
1918,5441,8844.0,Are Crooks Dishonest?,0
1918,7108,10281.0,Ich mochte kein Mann sein,3
1918,2007,9652.0,Stella Maris,3
1919,2588,9968.0,Broken Blossoms or The Yellow Man and the Girl,0
1919,2018,10879.0,When the Clouds Roll by,3
1920,5948,11870.0,Within Our Gates,3
1920,1991,11588.0,Pollyanna,3
1920,1306,10323.0,The Cabinet of Dr. Caligari,0
1921,1263,12532.0,Orphans of the Storm,3
1921,4204,11979.0,The Blot,3
1921,3945,12349.0,The Kid,0
1921,5898,12364.0,K&ouml;rkarlen (The Phantom Carriage),2
1922,1631,13496.0,The Phantom,2
1922,1778,13428.0,Nathan der Weise,2
1922,5361,12543.0,The Paleface,0
1922,5967,13086.0,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",3
1922,5958,13140.0,Foolish Wives,3
1922,2001,13367.0,The Man from Beyond,1
1922,1307,13442.0,"Nosferatu, eine Symphonie des Grauens",2
1922,3800,13257.0,H&auml;xan: Witchcraft Through the Ages,3
1922,5901,13427.0,Nanook of the North,1
1923,5949,14341.0,Our Hospitality,0
1923,1967,14611.0,Why Worry?,0
1923,1998,14469.0,The Silent Command,2
1923,5888,13626.0,La souriante Madame Beudet,3
1923,8947,14624.0,A Woman of Paris,2
1923,1961,14429.0,Safety Last!,0
1924,2413,1764657.0,The Great White Silence,0
1924,1960,15498.0,Wild Oranges,0
1924,1337,15175.0,Die Nibelungen,2
1924,2020,15116.0,Manhandled,3
1924,2009,15163.0,The Navigator,0
1924,2016,14945.0,Girl Shy,0
1924,1264,15400.0,The Thief of Bagdad,0
1924,2011,15324.0,Sherlock Jr.,0
1924,8458,15881.0,Greed,3
1924,1338,15174.0,Kriemhild’s Revenge,2
1924,6209,13845.0,Help!,0
1925,1309,15864.0,The Gold Rush,0
1925,1978,15863.0,Go West,0
1925,1305,16220.0,The Phantom of the Opera,2
1925,5962,15624.0,The Big Parade,2
1925,1308,15648.0,Battleship Potemkin,0
1925,3077,16332.0,Seven Chances,0
1925,2012,15841.0,The Freshman,0
1925,5991,15361.0,Stachka,0
1925,5514,16039.0,The Lost World,2
1926,1334,17449.0,The Temptress,1
1926,1966,16895.0,For Heaven’s Sake,0
1926,5974,15532.0,Die Abenteuer des Prinzen Achmed,1
1926,3217,17410.0,So’s Your Old Man,3
1926,1310,17925.0,The General,0
1926,1260,16884.0,Flesh and the Devil,1
1927,1982,18199.0,Nevada,0
1927,1964,18051.0,The Kid Brother,0
1927,2010,18183.0,My Best Girl,3
1927,1227,18033.0,It,3
1927,7324,17825.0,Downhill [When Boys Leave Home],1
1927,1312,18192.0,Abel Gance’s Napoleon,2
1927,5975,18037.0,The Jazz Singer,1
1927,1311,18528.0,The Unknown,0
1927,1632,18455.0,Sunrise: A Song of Two Humans,2
1927,1267,17136.0,Metropolis,1
1927,3118,18578.0,Wings,1
1928,2021,19130.0,The Man Who Laughs,2
1928,1971,19421.0,"Steamboat Bill, Jr.",0
1928,2017,19571.0,While the City Sleeps,2
1928,5912,18806.0,The Crowd,1
1928,2013,19258.0,The Patsy,3
1928,1963,19412.0,Speedy,0
1928,9314,19237.0,Our Dancing Daughters,2
1928,1970,18742.0,The Cameraman,0
1928,1977,18684.0,Beggars of Life,0
1928,1980,18937.0,A Girl in Every Port,0
1928,1314,19254.0,The Passion of Joan of Arc,0
1928,5984,18839.0,The Docks of New York,2
1928,1972,19304.0,The Racket,0
1928,1979,19290.0,The Power of the Press,1
1928,1968,18773.0,The Circus,0
1929,3897,19760.0,Man with a Movie Camera,0
1929,5979,19702.0,Blackmail,2
1929,1953,19777.0,The Cocoanuts,2
1929,8464,19729.0,Broadway Melody,3
1929,6046,20286.0,Throw of the Dice,0
1929,1962,20572.0,Welcome Danger,0
1929,2324,18737.0,Pandora’s Box (Die B&uuml;chse der Pandora),3
1929,7287,21015.0,Juno and the Paycock [The Shame of Mary Boyle],3
1929,1313,20530.0,Un chien andalou,0
1930,3713,21040.0,Ladies of Leisure,3
1930,1316,20629.0,All Quiet on the Western Front,0
1930,3871,21577.0,L’Age d'Or,0
1930,3865,21156.0,Morocco,1
1930,1326,20641.0,Anna Christie,3
1930,1315,20697.0,The Blue Angel,1
1930,8463,20640.0,Animal Crackers,3
1930,4253,20670.0,Be Yourself,2
1930,6782,20668.0,The Bat Whispers,3
1930,7291,21165.0,Murder!,3
1930,3927,21148.0,Min and Bill,3
1931,9095,22397.0,Skippy,3
1931,1828,22000.0,Indiscreet,3
1931,1327,20642.0,Anna Christie,3
1931,6043,21079.0,Little Caesar,1
1931,7294,22395.0,The Skin Game,3
1931,1985,21814.0,Dracula,2
1931,628,22183.0,M&auml;dchen in Uniform,3
1931,6031,22599.0,A Nous la Liberte,1
1931,610,22100.0,M,3
1931,5934,22286.0,The Public Enemy,3
1931,1974,22251.0,Pardon Us,0
1931,1956,22054.0,The Last Flight,0
1931,8467,21746.0,Cimarron,3
1931,1333,23196.0,Mata Hari,3
1931,6030,21739.0,La Chienne,3
1931,1633,22458.0,Tabu: A Story of the South Seas,0
1931,8213,21815.0,Dracula,3
1931,7296,23395.0,Rich and Strange [East of Shanghai],2
1931,5741,21735.0,The Cheat,3
1931,2705,21749.0,City Lights,3
1931,4243,22074.0,The Smiling Lieutenant,2
1931,8557,21985.0,Hyppolit a lakaj,1
1931,9110,21730.0,The Champ,1
1931,1317,21884.0,Frankenstein,1
1931,2384,22158.0,Monkey Business,1
1931,636,22208.0,Night Nurse,3
1932,5783,22940.0,The Girl from Calgary,2
1932,6990,22694.0,The Blue Light (Das Blaue Licht),1
1932,6051,23590.0,Three on a Match,3
1932,7301,23285.0,Number 17,0
1932,2383,23027.0,Horse Feathers,1
1932,6852,23582.0,Thirteen Women,3
1932,5742,23213.0,Merrily We Go to Hell,3
1932,2550,23694.0,White Zombie,0
1932,3844,24188.0,Island of Lost Souls,1
1932,3659,22913.0,Freaks,2
1932,3530,23634.0,"I Was Born, But...",1
1932,1318,23042.0,I Am a Fugitive from a Chain Gang,1
1932,5929,23458.0,Shanghai Express,3
1932,6176,23935.0,The Death Kiss,1
1932,2767,22718.0,Boudu Saved from Drowning,1
1932,3658,23238.0,The Most Dangerous Game,0
1932,1983,22614.0,The Age of Consent,2
1932,5910,23649.0,Vampyr,3
1932,6063,23427.0,Scarface,1
1932,1328,22958.0,Grand Hotel,3
1932,4775,23293.0,The Old Dark House,3
1932,6052,23158.0,Love Me Tonight,2
1932,6092,23385.0,Red-Headed Woman,3
1933,5185,23969.0,Duck Soup,1
1933,7450,24184.0,The Invisible Man,1
1933,5916,24069.0,Gold Diggers of 1933,3
1933,6205,24432.0,The Peanut Vendor,0
1933,8477,23876.0,Cavalcade,3
1933,4335,24034.0,42nd Street,3
1933,6193,24625.0,A Study in Scarlet,3
1933,2229,24216.0,King Kong,0
1933,7528,23775.0,Baby Face,3
1933,1330,24481.0,Queen Christina,3
1933,3210,24727.0,The Vampire Bat,3
1933,1248,24473.0,The Private Life of Henry VIII.,1
1933,5752,24679.0,Tomorrow at Seven,3
1933,3188,23753.0,Alice in Wonderland,3
1933,2231,24264.0,Little Women,3
1933,8346,23940.0,Design for Living,1
1933,6056,24008.0,Female,3
1933,802,24028.0,Footlight Parade,3
1933,5029,23932.0,Day of Reckoning,3
1934,1270,24991.0,Cleopatra,1
1934,8653,25543.0,Mystery Liner,0
1934,4443,25822.0,Spitfire,3
1934,621,25316.0,It Happened One Night,3
1934,7304,25452.0,The Man Who Knew Too Much,3
1934,1795,24844.0,L’atalante,0
1934,4702,25465.0,Maniac,3
1934,5523,25424.0,Lost in the Stratosphere,2
1934,1329,25617.0,The Painted Veil,1
1934,1325,25746.0,The Scarlet Empress,3
1934,5821,25755.0,Search for Beauty,3
1934,1969,25423.0,The Lost Patrol,0
1934,7999,25301.0,Imitation of Life,3
1934,1379,25586.0,Of Human Bondage,1
1934,6772,25091.0,Evelyn Prentice,3
1934,1246,25004.0,The Count of Monte Cristo,1
1934,1324,24961.0,The Cat's-Paw,1
1934,5319,24831.0,Anne of Green Gables,3
1935,5750,26599.0,The Lady in Scarlet,2
1935,2362,26942.0,Roberta,3
1935,1685,26768.0,Naughty Marietta,3
1935,3881,26778.0,A Night At The Opera,1
1935,595,27125.0,Top Hat,2
1935,1261,26071.0,Anna Karenina,2
1935,1361,26752.0,Mutiny on the Bounty,1
1935,2756,26667.0,Magnificent Obsession,3
1935,3891,26138.0,The Bride of Frankenstein,3
1935,5913,26939.0,The Riverside Murder,2
1935,1242,26029.0,The 39 Steps,3
1935,7998,26663.0,Mad Love,2
1936,6096,27652.0,Fury,2
1936,3560,27752.0,The Only Son,3
1936,1360,28505.0,Wife vs. Secretary,2
1936,4143,27407.0,Bullets or Ballots,3
1936,7308,28231.0,Secret Agent,3
1936,1323,27977.0,Modern Times,0
1936,596,28333.0,Swing Time,1
1936,2554,28174.0,Revolt of the Zombies,0
1936,1992,27996.0,Mr. Deeds Goes to Town,3
1936,5926,28212.0,Sabotage,3
1936,6174,28000.0,Murder at Glen Athol,3
1936,2699,27562.0,Earthworm Tractors,1
1936,3280,28355.0,Theodora Goes Wild,3
1936,1359,28216.0,San Francisco,1
1936,4010,28092.0,Pennies from Heaven,3
1936,3401,27698.0,The Great Ziegfeld,3
1936,1237,27438.0,The Charge of the Light Brigade,1
1936,3548,29207.0,The Mandarin Mystery,3
1936,5852,28010.0,My Man Godfrey,2
1936,1369,28096.0,The Petrified Forest,3
1936,7227,28356.0,These Three,2
1936,2853,28021.0,Osaka Elegy,3
1936,7992,27545.0,Dracula’s Daughter,3
1936,6210,3427056.0,Il caso Valdemar,0
1936,2363,27387.0,Born to Dance,3
1936,4069,28203.0,Romeo and Juliet,3
1936,3598,28683.0,Camille,3
1937,5617,29565.0,Murder at the Baskervilles (Silver Blaze),1
1937,795,29608.0,Stella Dallas,3
1937,8473,27552.0,"Bizarre, Bizarre",3
1937,3968,29322.0,Nothing Sacred,0
1937,631,29604.0,Stage Door,3
1937,1244,29087.0,Knight Without Armor,2
1937,2382,28772.0,A Day at the Races,2
1937,7877,29217.0,Marked Woman,3
1937,1240,29442.0,The Prisoner of Zenda,1
1937,1336,29162.0,Lost Horizon,2
1937,6554,28597.0,The Awful Truth,3
1937,1358,29377.0,Parnell,2
1937,7317,29811.0,The Girl Was Young,3
1937,1332,28739.0,Conquest,2
1937,1976,29583.0,Snow White and the Seven Dwarfs,3
1937,1335,29682.0,Topper,2
1937,8478,29146.0,The Life of Emile Zola,1
1937,5740,29453.0,Pepe le Moko,2
1937,597,29546.0,Shall We Dance,1
1937,4255,29192.0,Make Way for Tomorrow,3
1938,2590,30473.0,"Mr. Wong, Detective",1
1938,1238,30044.0,The Dawn Patrol,0
1938,1367,30287.0,Jezebel,2
1938,2467,29942.0,Boys Town,0
1938,7290,29870.0,Angels with Dirty Faces,1
1938,6042,30127.0,The Baker's Wife,1
1938,620,30341.0,The Lady Vanishes,3
1938,994,30241.0,Holiday,3
1938,3283,29929.0,Bluebeard’s Eighth Wife,2
1938,4495,30396.0,The Mad Miss Manton,3
1938,3400,29947.0,Bringing Up Baby,3
1938,594,29971.0,Carefree,2
1938,3103,29843.0,The Adventures of Robin Hood,2
1938,3951,30149.0,Four Daughters,3
1938,1378,30755.0,The Sisters,2
1939,1385,31981.0,The Story of Alexander Graham Bell,2
1939,593,31971.0,Stagecoach,3
1939,9038,31593.0,Love Affair,3
1939,2622,31680.0,Mr. Wong in Chinatown,1
1939,1245,31385.0,"Goodbye, Mr. Chips",2
1939,1259,31725.0,Ninotchka,3
1939,2851,31742.0,Of Mice and Men,1
1939,1370,31210.0,Dark Victory,3
1939,5634,31225.0,Destry Rides Again,3
1939,2372,31060.0,At the Circus,2
1939,1384,31252.0,Drums Along the Mohawk,2
1939,3723,31066.0,Babes in Arms,3
1939,174,32138.0,The Wizard of Oz,3
1939,383,31235.0,Dodge City,2
1939,3089,31885.0,The Rules of the Game,3
1939,2086,31455.0,The Hunchback of Notre Dame,0
1939,5763,31709.0,Nancy Drew... Reporter,3
1939,5863,31022.0,The Adventures of Sherlock Holmes,3
1939,588,32143.0,The Women,3
1939,1973,31322.0,The Flying Deuces,0
1939,1383,31507.0,Jesse James,2
1939,8511,31397.0,Gulliver’s Travels,0
1939,1239,32145.0,Wuthering Heights,2
1939,8098,31514.0,Le jour se l&egrave;ve,2
1939,7322,31505.0,Jamaica Inn,3
1939,1368,31516.0,Juarez,2
1939,1382,32155.0,Young Mr. Lincoln,2
1939,5946,31679.0,Mr. Smith Goes to Washington,2
1939,291,31381.0,Gone with the Wind,3
1939,2555,31387.0,The Gorilla,3
1939,1371,31826.0,Essex and Elizabeth,2
1940,4943,32904.0,The Philadelphia Story,3
1940,2678,33021.0,Santa Fe Trail,1
1940,1356,32273.0,Boom Town,1
1940,3033,32599.0,His Girl Friday,3
1940,8480,32676.0,Knute Rockne All American,1
1940,7311,32484.0,Foreign Correspondent,1
1940,4257,32943.0,Pride and Prejudice,3
1940,1366,32983.0,The Return of Frank James,0
1940,1373,32194.0,"All This, and Heaven Too",2
1940,7861,33045.0,The Shop Around the Corner,3
1940,1380,32701.0,The Letter,2
1940,1387,32551.0,The Grapes of Wrath,3
1940,3050,33028.0,The Sea Hawk,3
1940,1355,32349.0,Comrade X,2
1940,1265,33152.0,The Thief of Bagdad,0
1940,1501,32811.0,The Mortal Storm,3
1940,478,32910.0,Pinocchio,1
1940,4363,32406.0,Chamber of Horrors / Door with the Seven Locks,2
1940,5773,31359.0,Gaslight,3
1940,5039,32455.0,Fantasia,0
1940,2556,32215.0,The Ape,3
1940,5320,32211.0,Anne Of Windy Poplars,3
1940,4415,32376.0,"Dance, Girl, Dance",3
1940,4354,32946.0,Primrose Path,3
1940,1357,33105.0,Strange Cargo,0
1940,3470,32553.0,The Great Dictator,3
1940,1975,32339.0,A Chump at Oxford,0
1940,5802,32690.0,The Last Alarm,3
1940,618,32976.0,Rebecca,3
1941,6171,33928.0,Murder by Invitation,3
1941,1266,33467.0,Citizen Kane,1
1941,1941,33727.0,Mr. Bug Goes to Town,1
1941,1230,33870.0,The Maltese Falcon,1
1941,4359,34240.0,Sullivan’s Travels,3
1941,8625,34241.0,Sun valley serenade,0
1941,2436,34398.0,The Wolf Man,2
1941,8983,33729.0,How Green Was My Valley,3
1941,1372,33836.0,The Little Foxes,2
1941,6318,33802.0,Ladies In Retirement,1
1941,1512,34175.0,The Shanghai Gesture,3
1941,1386,33804.0,The Lady Eve,2
1941,9025,34091.0,The Reluctant Dragon,3
1941,2910,33723.0,Hold That Ghost,3
1941,2446,33459.0,Cheers for Miss Bishop,3
1941,7329,34248.0,Suspicion,3
1941,2468,33902.0,Men of Boys Town,1
1941,2906,33436.0,Buck Privates,3
1941,9192,33787.0,King of the Zombies,3
1941,2410,33717.0,High Sierra,1
1941,1331,34328.0,Two-Faced Woman,2
1941,2867,33627.0,49th Parallel,0
1941,3717,33891.0,Meet John Doe,3
1941,1117,33563.0,Dumbo,2
1941,1682,33533.0,The Devil and Miss Jones,3
1942,3875,35415.0,Tales of Manhattan,2
1942,681,35019.0,The Major and the Minor,3
1942,689,35140.0,"Now, Voyager",3
1942,3789,34591.0,There Was a Father,0
1942,1388,35360.0,Son of Fury: The Story of Benjamin Blake,1
1942,1116,34492.0,Bambi,1
1942,3518,34521.0,Black Dragons,0
1942,5303,35446.0,To Be or Not to Be,0
1942,1076,34583.0,Casablanca,1
1942,5859,35317.0,Sherlock Holmes and the Secret Weapon,1
1942,4870,35567.0,Woman of the Year,3
1942,7697,34613.0,The Corpse Vanishes,1
1942,2708,34587.0,Cat People,3
1942,1289,35015.0,The Magnificent Ambersons,2
1942,5939,35279.0,Saboteur,1
1942,1686,34882.0,I Married an Angel,3
1942,7696,36326.0,Saludos Amigos,0
1942,1675,34746.0,For Me and My Gal,3
1942,4475,33874.0,The Man Who Came to Dinner,3
1942,6384,35093.0,Mrs. Miniver,3
1943,8090,36341.0,The Seventh Victim,3
1943,3890,35753.0,Le Corbeau: The Raven,3
1943,1374,36230.0,Old Acquaintance,3
1943,5554,35881.0,Fires Were Started,0
1943,6781,36969.0,Jane Eyre,3
1943,3753,36506.0,Day of Wrath,3
1943,4617,36342.0,Shadow of a Doubt,3
1943,1988,35957.0,Guadalcanal Diary,0
1943,1691,35942.0,Girl Crazy,1
1943,3839,36112.0,The Life and Death of Colonel Blimp,2
1943,1959,36363.0,The Sky's the Limit,1
1943,8501,35735.0,China,3
1943,6315,36367.0,So Proudly We Hail!,3
1943,5209,35770.0,Cry ’Havoc',3
1943,1955,36027.0,I Walked with a Zombie,3
1943,1987,36323.0,Sahara,0
1943,8801,35160.0,Ossessione,1
1943,2407,36418.0,Tender Comrade,3
1943,7834,35636.0,Angels of Sin,3
1943,1375,36515.0,Watch on the Rhine,3
1943,7475,35017.0,La main du diable,1
1943,7410,36172.0,The More the Merrier,1
1943,4699,36400.0,Judo Saga (Sanshiro Sugata),0
1943,6310,36244.0,The Ox-Bow Incident,1
1944,5983,37017.0,Lifeboat,3
1944,4698,36947.0,The Most Beautiful (Ichiban utsukushiku),3
1944,2181,37469.0,Window in the Window,1
1944,3134,36723.0,Cover Girl,3
1944,6319,38166.0,The Three Caballeros,0
1944,201,36613.0,Arsenic and Old Lace,3
1944,1376,37094.0,Mr. Skeffington,2
1944,1416,36775.0,Double Indemnity,3
1944,2045,36914.0,Torment,0
1944,3279,36940.0,I’ll Be Seeing You,3
1944,9270,37415.0,The Uninvited,3
1944,6515,36695.0,A Canterbury Tale,3
1944,1676,37059.0,Meet Me in St. Louis,3
1944,6420,37076.0,Minstrel Man,1
1944,1683,36891.0,Hail the Conquering Hero,2
1944,2715,37008.0,Laura,3
1944,3245,37382.0,To Have and Have Not,3
1944,4222,37120.0,National Velvet,3
1944,3154,37280.0,Since You Went Away,3
1945,5677,37843.0,Keep Your Powder Dry,3
1945,4428,38890.0,"Rome, Open City",3
1945,6848,37365.0,Thin Man Goes Home,2
1945,1213,37800.0,I Know Where I’m Going,3
1945,2434,37671.0,The Enchanted Cottage,3
1945,6017,37514.0,Anchors Aweigh,0
1945,3999,37638.0,Detour,1
1945,7185,37635.0,Dead of Night,3
1945,1280,38924.0,The Seventh Veil,3
1945,5856,38259.0,The Woman in Green,3
1945,9005,38250.0,The Wicked Lady,3
1945,7835,37630.0,Les dames du Bois de Boulogne,3
1945,794,37913.0,Mildred Pierce,3
1945,1544,37558.0,Brief Encounter,3
1945,3271,37954.0,"Objective, Burma!",0
1945,5129,37674.0,Children of Paradise,2
1945,4252,38109.0,Spellbound,3
1945,5081,38057.0,Scarlet Street,3
1945,6945,38017.0,The Red Dragon,1
1945,1639,37508.0,Along Came Jones,0
1945,2004,37820.0,Isle of the Dead,3
1945,3583,37884.0,The Lost Weekend,2
1946,1231,38733.0,Stairway to Heaven,0
1946,5872,39017.0,Terror by Night,1
1946,1381,38474.0,Devotion,3
1946,2809,38559.0,Gilda,0
1946,1377,38461.0,Deception,0
1946,4002,38494.0,Dressed to Kill,3
1946,1424,38854.0,The Postman Always Rings Twice,1
1946,9182,38574.0,Great Expectations,2
1946,8354,39112.0,The Years Between,3
1946,2235,38650.0,It’s a Wonderful Life,3
1946,3145,38990.0,The Strange Woman,3
1946,1680,39054.0,Two Sisters from Boston,3
1946,4900,38499.0,Duel in the sun,2
1946,2654,38661.0,The Jolson Story,1
1946,1268,38348.0,Beauty and the Beast,3
1946,8052,38718.0,Make Mine Music,1
1946,3982,36868.0,The Best Years of Our Lives,2
1946,5961,38453.0,The Dark Corner,1
1946,7671,38991.0,The Stranger,3
1946,786,38589.0,The Harvey Girls,3
1946,5497,38409.0,The Chase,1
1946,3783,38762.0,My Darling Clementine,1
1946,622,38787.0,Notorious,2
1946,5646,38969.0,Song of the South,2
1946,971,38355.0,The Big Sleep,1
1947,2330,39694.0,The Paradine Case,2
1947,8619,39204.0,Body and Soul,3
1947,2287,39349.0,The Egg and I,3
1947,5779,39236.0,Calendar Girl,2
1947,1681,39819.0,The Shocking Miss Pilgrim,3
1947,3047,39420.0,The Ghost and Mrs. Muir,3
1947,8729,39938.0,The Unfinished Dance,3
1947,8053,39404.0,Fun &amp; Fancy Free,1
1947,6550,39689.0,Build My Gallows High,2
1947,7432,39650.0,Nada,3
1947,3112,39441.0,Gunfighters,2
1947,1211,39192.0,Black Narcissus,3
1947,8756,40525.0,The Lady from Shanghai,0
1947,8646,39324.0,Dishonored Lady,3
1947,1278,39677.0,Odd Man Out,2
1947,1679,39431.0,Good News,2
1947,8989,39628.0,Miracle on 34th Street,3
1947,4411,39286.0,Crossfire,2
1947,1235,39360.0,The Exile,1
1948,1320,40724.0,Red River,0
1948,2445,40613.0,Mr. Blandings Builds His Dream House,3
1948,1601,156031.0,Rudolph the Red-Nosed Reindeer,0
1948,8054,40580.0,Melody Time,1
1948,6517,40522.0,Bicycle Thieves,2
1948,8559,39949.0,It Happened in Europe,0
1948,3239,40897.0,The Treasure of the Sierra Madre,0
1948,1241,40321.0,Enchantment,3
1948,1262,40098.0,Anna Karenina,2
1948,1677,40308.0,Easter Parade,3
1948,4390,40458.0,I Remember Mama,3
1948,2300,40379.0,The Fuller Brush Man,1
1948,2256,40214.0,Casbah,1
1948,1229,40725.0,The Red Shoes,3
1948,5115,40202.0,Call Northside 777,1
1948,1236,40183.0,Bonnie Prince Charlie,2
1948,1354,40242.0,Command Decision,0
1948,4944,41088.0,Act of Violence,2
1948,1232,40416.0,Hamlet,1
1948,8264,40558.0,Macbeth,1
1948,6363,40491.0,Joan of Arc,3
1948,2098,40806.0,The Snake Pit,3
1948,2040,40746.0,Rope,0
1949,4554,41386.0,The Fountainhead,1
1949,7018,41498.0,I Was a Male War Bride,2
1949,7059,41094.0,The Adventures of Ichabod and Mr. Toad,0
1949,6358,41452.0,The Heiress,3
1949,2232,41594.0,Little Women,3
1949,1736,41746.0,Pinky,3
1949,1841,40221.0,Caught,3
1949,1684,41158.0,The Barkleys of Broadway,3
1949,1716,41090.0,Adam’s Rib,3
1949,7341,42004.0,Under Capricorn,3
1949,2651,41650.0,Mighty Joe Young,0
1949,3967,41587.0,A Letter to Three Wives,3
1949,1690,41716.0,On the Town,3
1949,2849,41628.0,The Man on the Eiffel Tower,2
1949,1986,41859.0,The Set-Up,0
1949,4008,41546.0,Kind Hearts and Coronets,1
1949,3539,41154.0,Late Spring,3
1949,611,41959.0,The Third Man,0
1950,4521,43871.0,Odette,3
1950,3295,41719.0,Orpheus,2
1950,5232,42792.0,No Way Out,3
1950,1678,43012.0,Summer Stock,3
1950,4417,42593.0,In a Lonely Place,2
1950,7836,42436.0,Les enfants terribles,3
1950,5350,42369.0,D.O.A.,1
1950,2596,42546.0,Harvey,2
1950,7144,42958.0,Scandal,3
1950,6233,42994.0,Stage Fright,3
1950,1402,42876.0,Rashomon,0
1950,1057,42332.0,Cinderella,3
1950,3990,42276.0,Born Yesterday,3
1950,2099,42208.0,The Asphalt Jungle,1
1950,608,43014.0,Sunset Blvd.,3
1950,139,42192.0,All About Eve,3
1950,8363,43045.0,Three Secrets,3
1950,4031,42469.0,The Flying Saucer,1
1951,7157,43614.0,The Idiot,3
1951,5739,43390.0,Cause for Alarm!,3
1951,871,43338.0,Ace In The Hole,2
1951,1417,44079.0,Strangers on a Train,2
1951,1916,43456.0,The Day the Earth Stood Still,3
1951,1491,43265.0,The African Queen,0
1951,2930,44081.0,A Streetcar Named Desire,3
1951,3222,43313.0,Early Summer,3
1951,3825,43332.0,Bellissima,3
1951,6498,44205.0,Westward the Women,3
1951,2989,42619.0,Diary of a Country Priest,1
1951,5092,43949.0,Quo Vadis,3
1951,3293,44121.0,The Thing from Another World,1
1951,3389,43278.0,An American in Paris,1
1951,1207,43274.0,Alice in Wonderland,3
1951,4510,44100.0,Take Care of My Little Girl,3
1951,2977,44030.0,Show Boat,3
